Funds Center,Fund,Status,Document Identifier Code,Order Type,Purchasing Document,DoD Document Number,Storage Location,Short Text,FSC Code,Material,Delivery Date,Supply Category Material Code,MILSTRIP Status,Order Quantity,Order Unit,QTY Open,QTY Received,Requirement Priority,Net Order Price,Gross order value,Fund Code,Rec Code,Issuing Storage Loc.,QTY Intransit,QTY ISSUE (STO),Vendor,Advice Code,ARC,Del Ind,Delivery Completed,Project Code
A82BD,202010D18,Closed,A01,ZAR,7113316297,W90E2N73050040,0BST,"COVER,VEHICULAR COMPONENTS",2590,013919944,10/24/17,9K,,1,EA,0,1,5,210.09,210.09,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316298,W90E2N73050041,0BST,"COVER,VEHICULAR COMPONENTS",2590,013919944,10/24/17,9K,,1,EA,0,1,12,210.09,210.09,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316299,W90E2N73050042,0BST,"COVER,BATTERY BOX",6160,014334985,10/24/17,9G,,1,EA,0,1,2,308.68,308.68,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316300,W90E2N73050043,0BST,"PACKING,PREFORMED",5330,001721919,10/24/17,9T,,4,EA,0,4,2,0.47,1.88,J,Z,WHQ1,0,4,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316301,W90E2N73050044,0BST,"BATTERY,NONRECHARGEABLE",6135,013702599,10/24/17,9G,,100,EA,0,100,2,1.88,188.00,J,A,WHQ1,0,100,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316302,W90E2N73050045,0BST,"CABLE ASSEMBLY,RADIO FREQUENCY",5995,013042026,10/24/17,9G,,15,EA,0,15,2,22.65,339.75,J,Z,WHQ1,0,15,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316303,W90E2N73050046,0BST,"SERVICE KIT,VEHICLE",2590,015287508,10/24/17,9K,,16,KT,0,16,2,621.03,"9,936.48",J,Z,WHQ1,0,16,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316304,W90E2N73050047,0BST,"BELT,V",3030,015281458,10/24/17,9K,,2,EA,0,2,2,24.54,49.08,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316305,W90E2N73050048,0BST,GASKET,5330,014697560,10/28/17,9T,,1,EA,0,1,5,12.60,12.60,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316306,W90E2N73050049,0BST,"HANDLE,MANUAL CONTROL",5340,014335456,10/29/17,9T,,1,EA,0,1,2,2.21,2.21,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113316307,W90E2N73050050,0BST,"HANDLE,MANUAL CONTROL",5340,014335456,10/29/17,9T,,1,EA,0,1,2,2.21,2.21,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113407328,W90E2N73130001,0BST,"PUMP,COOLING SYSTEM,ENGINE",2930,014936007,11/1/17,9K,,1,EA,0,1,2,62.45,62.45,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113407329,W90E2N73130002,0BST,"GLASS,LAMINATED",9340,011714428,11/2/17,9B,,1,EA,0,1,2,115.38,115.38,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113407330,W90E2N73130003,0BST,"TUBE ASSEMBLY,METAL",4710,123747751,11/3/17,9B,,1,AY,0,1,2,34.67,34.67,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113407331,W90E2N73130004,0BST,"SEAL,NONMETALLIC SPECIAL SHAPED SECTIO",5330,011787174,11/3/17,9T,,13,FT,0,13,2,2.17,28.21,J,Z,WHQ1,0,13,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113407332,W90E2N73130005,0BST,"SWITCH,PUSH",5930,121444621,11/3/17,9G,,2,EA,0,2,2,10.80,21.60,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113409945,W90E2N73140001,0BST,"MANIFOLD ASSEMBLY,HYDRAULIC",4730,015678670,10/20/17,9B,,1,EA,0,1,2,"1,772.69","1,772.69",J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113409946,W90E2N73140002,0BST,"COVER,FITTED,VEHICULAR BODY",2540,014603487,10/25/17,9K,,1,EA,0,1,5,"1,309.57","1,309.57",J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113409947,W90E2N73140003,0BST,"MOUNTING BASE,ELECTRICAL EQUIPMENT",5975,015289565,10/31/17,9G,,1,EA,0,1,2,"3,217.64","3,217.64",J,O,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113409948,W90E2N73140004,0BST,"SWITCH,ROTARY",5930,123746556,11/3/17,9G,,2,EA,0,2,2,294.88,589.76,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113409949,W90E2N73140005,0BST,"VALVE,LINEAR,DIRECTIONAL CONTROL",4820,011931869,11/3/17,9K,,1,EA,0,1,2,710.00,710.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113409950,W90E2N73140006,0BST,"VALVE,LINEAR,DIRECTIONAL CONTROL",4820,011931870,11/3/17,9B,,1,EA,0,1,2,683.00,683.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458829,W90E2N73190002,0BST,"CABLE ASSEMBLY,RADIO FREQUENCY",5995,015213120,11/15/17,9G,,2,EA,0,2,2,108.15,216.30,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458830,W90E2N73190003,0BST,"CABLE ASSEMBLY,RADIO FREQUENCY",5995,015213120,11/15/17,9G,,2,EA,0,2,2,108.15,216.30,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458831,W90E2N73190004,0BST,"CABLE ASSEMBLY,RADIO FREQUENCY",5995,015213120,11/15/17,9G,,2,EA,0,2,2,108.15,216.30,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458832,W90E2N73190005,0BST,"CABLE ASSEMBLY,RADIO FREQUENCY",5995,015213120,11/15/17,9G,,2,EA,0,2,2,108.15,216.30,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458833,W90E2N73190006,0BST,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRI",6150,015213510,11/15/17,9G,,2,EA,0,2,2,19.62,39.24,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458834,W90E2N73190007,0BST,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRI",6150,015213510,11/15/17,9G,,2,EA,0,2,2,19.62,39.24,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458895,W90E2N73190008,0BST,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRI",6150,015213510,11/15/17,9G,,2,EA,0,2,2,19.62,39.24,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458896,W90E2N73190009,0BST,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRI",6150,015213510,11/15/17,9G,,2,EA,0,2,2,19.62,39.24,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458897,W90E2N73190010,0BST,GASKET,5330,010695128,11/15/17,9T,,1,RO,0,1,2,369.48,369.48,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458898,W90E2N73190011,0BST,"ISOPROPYL ALCOHOL,TECHNICAL",6810,013822904,11/16/17,36,,5,BX,0,5,2,22.20,111.00,J,Z,WHJ1,0,5,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113458899,W90E2N73190012,0BST,"ADAPTER,DRINK TUBE",4240,015464517,11/16/17,9B,B7,5,EA,0,5,2,51.31,256.55,J,Z,WHQ1,0,5,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113473401,W90E2N73200001,0BST,"SPILL CLEAN-UP KIT,HAZARDOUS MATERIAL",4235,016282149,11/15/17,9T,,2,KT,0,2,5,257.41,514.82,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113522864,W90E2N73260001,0BST,"BLADE,WINDSHIELD WIPER",2540,011997778,11/17/17,9K,,10,EA,0,10,5,2.89,28.90,J,Z,WHQ1,0,10,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113522865,W90E2N73260002,0BST,"NOZZLE,WINDOW WASHER",2540,011845503,11/17/17,9K,,15,EA,0,15,5,1.07,16.05,J,Z,WHQ1,0,15,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113573477,W90E2N73320005,0BST,"TRANSMITTER,PRESSURE",6620,014953536,11/23/17,9G,,1,EA,0,1,2,286.00,286.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113591359,W90E2N73340001,0BST,WHEEL AND TIRE ASSEMBLY,2530,200003667,11/29/17,9K,,1,EA,0,1,2,"4,783.00","4,783.00",J,L,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113713543,W90E2N73460001,0BST,"CYLINDER ASSEMBLY,ACTUATING,LINEAR",3040,015727391,11/30/17,9K,,1,EA,0,1,2,378.70,378.70,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113713544,W90E2N73460002,0BST,"BROOM,PUSH",7920,009654886,12/2/17,2E,,5,EA,0,5,12,7.93,39.65,J,Z,WHQ1,0,5,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113713545,W90E2N73460003,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013690893,12/8/17,9T,,2,EA,0,2,5,27.06,54.12,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113714123,W90E2N73460004,0BST,"SPILL CLEAN-UP KIT,HAZARDOUS MATERIAL",4235,014570677,12/2/17,9T,,1,KT,0,1,12,"1,036.71","1,036.71",J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113714124,W90E2N73460005,0BST,"BROOM,PUSH",7920,002922367,12/2/17,2E,,1,EA,0,1,12,14.39,14.39,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113800852,W90E2N73540001,0BST,"SEAL,NONMETALLIC ROUND SECTION",5330,015589475,12/13/17,9O,,1,EA,0,1,2,17.94,17.94,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113800853,W90E2N73540002,0BST,"CLAMP,HOSE",4730,014904191,12/13/17,9B,,1,EA,0,1,2,1.52,1.52,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113800854,W90E2N73540003,0BST,"CLAMP,HOSE",4730,014904191,12/13/17,9B,,1,EA,0,1,2,1.52,1.52,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113806055,W90E2N73540004,0BST,"SEAL,NONMETALLIC ROUND SECTION",5330,015589477,12/13/17,9O,,1,EA,0,1,2,101.00,101.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113806056,W90E2N73540005,0BST,"SEAL,NONMETALLIC SPECIAL SHAPED SECTIO",5330,015809722,12/13/17,9O,,1,EA,0,1,2,25.98,25.98,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900082,W90E2N80040009,0BST,"WIRE ROPE ASSEMBLY,SINGLE LEG",4010,123572853,12/30/17,9T,,1,EA,0,1,5,"1,176.00","1,176.00",J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900703,W90E2N80040001,0BST,"BRACKET ASSEMBLY,TOOL HOLDING",2540,004098891,12/23/17,9K,,1,EA,0,1,2,145.45,145.45,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900704,W90E2N80040002,0BST,"PUMP,COOLING SYSTEM,ENGINE",2930,013535794,12/28/17,9K,,1,EA,0,1,2,65.49,65.49,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900705,W90E2N80040003,0BST,"SEAL,PLAIN ENCASED",5330,013626102,12/28/17,9T,,1,EA,0,1,2,48.24,48.24,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900706,W90E2N80040004,0BST,"WASHER,FLAT",5310,123124669,12/30/17,9T,,4,EA,0,4,5,0.60,2.40,J,Z,WHQ1,0,4,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900707,W90E2N80040005,0BST,O-RING,5331,013363236,12/30/17,9T,,6,EA,0,6,2,0.25,1.50,J,Z,WHQ1,0,6,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900708,W90E2N80040006,0BST,"SPACER,RING",5365,123125427,12/30/17,9T,B7,4,EA,0,4,5,0.90,3.60,J,Z,WHQ1,0,4,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900709,W90E2N80040007,0BST,"HOSE ASSEMBLY,NONMETALLIC",4720,200003178,12/30/17,9B,,1,EA,0,1,2,25.91,25.91,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7113900710,W90E2N80040008,0BST,"HOSE ASSEMBLY,NONMETALLIC",4720,200084004,12/30/17,9O,,1,EA,0,1,2,124.00,124.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240664,W90E2N80320001,0BST,"ADAPTER,GOGGLES,NIGHT VISION",5855,011514211,1/10/18,9G,,2,EA,0,2,2,17.52,35.04,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240665,W90E2N80320002,0BST,"CABLE ASSEMBLY,RADIO FREQUENCY",5995,013042026,1/10/18,9G,,15,EA,0,15,2,22.65,339.75,J,Z,WHQ1,0,15,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240666,W90E2N80320003,0BST,"BLADE,WINDSHIELD WIPER",2540,011997778,1/10/18,9K,,10,EA,0,10,5,2.89,28.90,J,Z,WHQ1,0,10,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240667,W90E2N80320004,0BST,"NOZZLE,WINDOW WASHER",2540,011845503,1/10/18,9K,,15,EA,0,15,5,1.07,16.05,J,Z,WHQ1,0,15,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240668,W90E2N80320005,0BST,"LAMP,INCANDESCENT",6240,009663831,1/10/18,9B,,2,EA,0,2,2,14.80,29.60,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240669,W90E2N80320006,0BST,"VALVE,VACUUM BREAKING",4820,008561722,1/10/18,9B,,1,EA,0,1,2,16.09,16.09,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240670,W90E2N80320007,0BST,"VALVE,AIR CONTROL",4810,014663962,1/25/18,9K,,1,EA,0,1,2,66.35,66.35,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240671,W90E2N80320008,0BST,GLOW PLUG,2920,011883863,1/25/18,9K,,4,EA,0,4,2,5.86,23.44,J,Z,WHQ1,0,4,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240672,W90E2N80320009,0BST,"COVER,FITTED,VEHICULAR BODY",2540,014504015,1/25/18,9K,,1,EA,0,1,2,356.18,356.18,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240673,W90E2N80320010,0BST,"HYDRAULIC FLUID,PETROLEUM BASE",9150,002234134,1/26/18,36,,14,GL,0,14,2,19.88,278.32,J,Z,WHJ1,0,14,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240674,W90E2N80320011,0BST,"CABLE ASSEMBLY,POWER,ELECTRICAL",6150,014947800,1/26/18,9G,,1,EA,0,1,2,242.00,242.00,J,A,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240735,W90E2N80320012,0BST,CIRCUIT BREAKER,5925,011880051,1/26/18,9G,,1,EA,0,1,2,21.53,21.53,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240736,W90E2N80320013,0BST,"SPACER,RING",5365,123125427,1/26/18,9T,B7,6,EA,0,6,2,0.90,5.40,J,Z,WHQ1,0,6,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240737,W90E2N80320014,0BST,"HOSE ASSEMBLY,NONMETALLIC",4720,015818457,1/26/18,9O,,1,EA,0,1,2,277.00,277.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Open,A01,ZAR,7114240738,W90E2N80320015,0BST,"BEARING,SLEEVE",3120,121655364,1/26/18,9O,B7,2,EA,1,1,2,7.44,14.88,J,Z,WHQ1,0,1,PLANT2001,,X,,,
A82BD,202010D18,Closed,A01,ZAR,7114240739,W90E2N80320016,0BST,GUARD ASSEMBLY,2590,200023489,1/26/18,9D,,1,EA,0,1,2,153.00,153.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240740,W90E2N80320017,0BST,"SCREW,CAP,HEXAGON HEAD",5305,200016480,1/26/18,9O,,2,EA,0,2,2,100.00,200.00,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240741,W90E2N80320018,0BST,O-RING,5331,121231925,1/26/18,9T,,1,EA,0,1,2,7.46,7.46,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240742,W90E2N80320019,0BST,"FILTER,PARTICULATE",4240,015371797,1/26/18,9Z,,1,EA,0,1,2,17.86,17.86,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240743,W90E2N80320020,0BST,"WASHER,FLAT",5310,011550052,1/26/18,9T,,6,EA,0,6,2,0.20,1.20,J,Z,WHQ1,0,6,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240744,W90E2N80320021,0BST,"PLUG,PIPE",4730,200010622,1/26/18,9O,,2,EA,0,2,2,65.07,130.14,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240745,W90E2N80320022,0BST,"WASHER,FLAT",5310,123124669,1/26/18,9T,,6,EA,0,6,2,0.60,3.60,J,Z,WHQ1,0,6,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240746,W90E2N80320023,0BST,"WASHER,FLAT",5310,016299900,1/26/18,9T,,1,EA,0,1,2,0.24,0.24,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240747,W90E2N80320024,0BST,"STRIP,ELECTRICAL GROUNDING",5999,200002589,1/26/18,9G,,1,EA,0,1,2,18.02,18.02,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240748,W90E2N80320025,0BST,"LATCH,SPECIAL",5340,219202482,1/26/18,9T,,1,EA,0,1,2,36.44,36.44,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240749,W90E2N80320026,0BST,"BOOT,DUST AND MOISTURE SEAL",5930,015231780,1/26/18,9K,,1,EA,0,1,2,13.10,13.10,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240750,W90E2N80320027,0BST,"BEARING,WASHER,THRUST",3120,121782431,1/26/18,9T,,1,EA,0,1,2,1.76,1.76,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240751,W90E2N80320028,0BST,"CYLINDER ASSEMBLY,ACTUATING,LINEAR",3040,016011055,1/26/18,9O,,1,EA,0,1,2,22.39,22.39,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240752,W90E2N80320029,0BST,"PLUG,PIPE",4730,200010623,1/26/18,9O,,2,EA,0,2,2,18.38,36.76,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240753,W90E2N80320030,0BST,"NUT,PLAIN,CAP",5310,016169244,1/26/18,9O,,1,EA,0,1,2,7.88,7.88,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240754,W90E2N80320031,0BST,O-RING,5331,006182514,1/26/18,9T,,1,EA,0,1,2,0.42,0.42,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240795,W90E2N80320032,0BST,"WASHER,SPRING TENSION",5310,123700459,1/26/18,9O,,2,EA,0,2,2,0.27,0.54,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240796,W90E2N80320033,0BST,"TRANSMITTER,PRESSURE",6620,014953536,1/26/18,9G,,1,EA,0,1,2,286.00,286.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240797,W90E2N80320034,0BST,"SCREW,CAP,HEXAGON HEAD",5305,121564870,1/26/18,9T,,2,EA,0,2,2,0.13,0.26,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240798,W90E2N80320035,0BST,"FILTER,PARTICULATE",4240,015495840,1/26/18,9Z,,1,EA,0,1,2,31.54,31.54,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114240799,W90E2N80320036,0BST,"NUT,PLAIN,HEXAGON",5310,144294303,1/26/18,9O,,2,EA,0,2,2,1.58,3.16,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114249214,W90E2N80330001,0BST,"MOUNTING BASE,ELECTRICAL EQUIPMENT",5975,015289565,12/13/17,9G,,1,EA,0,1,2,"3,217.64","3,217.64",J,O,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114249215,W90E2N80330002,0BST,"MOUNTING BASE,ELECTRICAL EQUIPMENT",5975,015289565,12/13/17,9G,,1,EA,0,1,2,"3,217.64","3,217.64",J,O,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114249216,W90E2N80330003,0BST,"MOTOR,DIRECT CURRENT",6105,015984055,12/23/17,9O,,1,EA,0,1,2,"4,550.00","4,550.00",J,K,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114249217,W90E2N80330004,0BST,"LAMP,INCANDESCENT",6240,007637744,1/10/18,9G,,2,BX,0,2,2,32.59,65.18,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114249219,W90E2N80330006,0BST,"LIGHT,BLACKOUT",6220,014961925,1/25/18,9B,,1,EA,0,1,2,26.56,26.56,J,F,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114249220,W90E2N80330007,0BST,"HYDRAULIC FLUID,AUTOMATIC TRANSMISSION",9150,015512796,1/26/18,36,,1,DR,0,1,2,"1,889.48","1,889.48",J,Z,WHJ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114249221,W90E2N80330008,0BST,"SURVEYOR WORK STATION,ASSEMBLY",2590,015806545,1/26/18,9O,,1,EA,0,1,2,691.00,691.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114360528,W90E2N80410001,0BST,"CASE,UNMOUNTED MAGNETIC COMPASS",6605,009468757,1/10/18,9G,,15,EA,0,15,12,21.97,329.55,J,Z,WHQ1,0,15,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114360529,W90E2N80410002,0BST,"ROD SECTION,CLEANING,SMALL ARMS",1005,000506357,1/10/18,9M,,1,BX,0,1,12,14.82,14.82,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114360530,W90E2N80410003,0BST,"FILTER,PARTICULATE",4240,015371797,2/8/18,9Z,,1,EA,0,1,2,17.86,17.86,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114360531,W90E2N80410004,0BST,O-RING,5331,123151191,2/8/18,9O,,1,EA,0,1,2,27.14,27.14,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114360532,W90E2N80410005,0BST,"SCREW,SHOULDER",5305,015628320,2/9/18,9O,,1,EA,0,1,2,6.47,6.47,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114360533,W90E2N80410006,0BST,"STRIP,ELECTRICAL GROUNDING",5999,200002589,2/9/18,9G,,1,EA,0,1,2,18.02,18.02,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114360534,W90E2N80410007,0BST,"SCREW,CAP,SOCKET HEAD",5305,015184275,2/9/18,9T,,4,EA,0,4,2,0.61,2.44,J,Z,WHQ1,0,4,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114362275,W90E2N80410008,0BST,"TRANSMITTER,PRESSURE",6620,014953536,2/10/18,9G,,1,EA,0,1,2,286.00,286.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Closed,A01,ZAR,7114362276,W90E2N80410009,0BST,"ADAPTER,STRAIGHT,TUBE TO HOSE",4730,014947215,2/10/18,9B,,1,EA,0,1,2,0.43,0.43,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D18,Open,A01,ZAR,7114363587,W90E2N80410010,0BST,"BATTERY,NONRECHARGEABLE",6135,008264798,1/10/18,9B,B7,25,PG,15,10,12,3.13,78.25,J,Z,WHQ1,0,10,PLANT2001,,X,,,
