Funds Center,Fund,Status,Document Identifier Code,Order Type,Purchasing Document,DoD Document Number,Storage Location,Short Text,FSC Code,Material,Delivery Date,Supply Category Material Code,MILSTRIP Status,Order Quantity,Order Unit,QTY Open,QTY Received,Requirement Priority,Net Order Price,Gross order value,Fund Code,Rec Code,Issuing Storage Loc.,QTY Intransit,QTY ISSUE (STO),Vendor,Advice Code,ARC,Del Ind,Delivery Completed,Project Code
A82BD,202010D19,Closed,A01,ZAR,7118061848,W90E2N83180005,0BST,O-RING,5331,121657720,11/7/18,9K,,10,EA,0,10,5,15.54,155.40,J,Z,WHQ1,0,10,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118061849,W90E2N83180006,0BST,O-RING,5331,121657720,11/7/18,9K,,4,EA,0,4,5,15.54,62.16,J,Z,WHQ1,0,4,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118061850,W90E2N83180007,0BST,"CONTROL ASSEMBLY,PUSH-PULL",2590,011995423,11/8/18,9K,,1,AY,0,1,2,39.38,39.38,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118061851,W90E2N83180008,0BST,"PIN,STRAIGHT,HEADED",5315,008158840,11/8/18,9T,,1,EA,0,1,2,0.30,0.30,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118061852,W90E2N83180009,0BST,"CLIP,SPRING TENSION",5340,011896748,11/8/18,9T,,1,EA,0,1,2,0.17,0.17,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118061853,W90E2N83180010,0BST,"LEVER,LOCK-RELEASE",5340,013804561,11/8/18,9T,,1,EA,0,1,2,107.40,107.40,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118061854,W90E2N83180011,0BST,"TUBE ASSEMBLY,METAL",4710,123747751,11/10/18,9B,,1,AY,0,1,5,47.68,47.68,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118061915,W90E2N83180012,0BST,"VALVE,BALL",4820,123748013,11/10/18,9B,,1,EA,0,1,5,228.21,228.21,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118070005,W90E2N83190001,0BST,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRI",6150,015810113,11/15/18,9O,,1,EA,0,1,5,230.00,230.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096567,W90E2N83200008,0BST,DISPLAY UNIT,7025,015365637,10/25/18,9Z,,1,EA,0,1,2,"18,626.00","18,626.00",J,K,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096568,W90E2N83200009,0BST,TRANSFER TRANSMISSION ASSEMBLY,2520,200013985,10/25/18,9O,,1,EA,0,1,2,"32,699.00","32,699.00",J,K,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096569,W90E2N83200010,0BST,BAWS 4 PLUS ASSEMBL,6665,015540754,10/31/18,9Z,,1,EA,0,1,2,"94,788.00","94,788.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096570,W90E2N83200011,0BST,COLLECTOR ASSEMBLY,6665,015289281,10/31/18,9Z,,1,EA,0,1,2,"23,298.00","23,298.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096571,W90E2N83200012,0BST,FLUID TRANSFER SYST,6665,015289282,10/31/18,9Z,,1,EA,0,1,2,"29,866.00","29,866.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096572,W90E2N83200013,0BST,COLLECTOR ASSEMBLY,6665,015289281,10/31/18,9Z,,1,EA,0,1,2,"23,298.00","23,298.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096573,W90E2N83200014,0BST,FLUID TRANSFER SYST,6665,015289282,10/31/18,9Z,,1,EA,0,1,2,"29,866.00","29,866.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096574,W90E2N83200015,0BST,COLLECTOR ASSEMBLY,6665,015289281,10/31/18,9Z,,1,EA,0,1,2,"23,298.00","23,298.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096635,W90E2N83200016,0BST,LCS COMPUTER,6665,015430165,11/1/18,9Z,,1,EA,0,1,2,"10,080.00","10,080.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096636,W90E2N83200017,0BST,CBMS BLOCK II,6665,015330140,11/10/18,9Z,,1,EA,0,1,2,"331,575.00","331,575.00",J,K,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118096638,W90E2N83200019,0BST,"LOCK,SAFETY BELT,VEHICLE",2540,123701023,11/16/18,9O,,2,EA,0,2,2,"2,082.00","4,164.00",J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118216337,W90E2N83320001,0BST,"HOUSING,ELECTRONICCOMPONENTS",5999,015732154,11/22/18,9O,,1,EA,0,1,2,"25,399.00","25,399.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118216338,W90E2N83320002,0BST,"TURRET,COMBAT VEHICLE",2510,015468571,11/22/18,9M,,1,EA,0,1,2,"57,318.00","57,318.00",J,K,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118216339,W90E2N83320003,0BST,"SERVOMECHANISM,ELEVATION,RANGE FINDER",1265,015826735,11/22/18,9M,,1,EA,0,1,2,"26,588.00","26,588.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255680,W90E2N83340001,0BST,"STRIP,ELECTRICAL GROUNDING",5999,015023408,11/18/18,9G,,1,EA,0,1,2,18.59,18.59,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255681,W90E2N83340002,0BST,"HOSE ASSEMBLY,NONMETALLIC",4720,015597922,11/28/18,9B,,1,EA,0,1,2,53.78,53.78,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255682,W90E2N83340003,0BST,"BOLT,MACHINE",5306,013870071,11/28/18,9T,,2,EA,0,2,2,23.43,46.86,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255683,W90E2N83340004,0BST,"HOSE ASSEMBLY,NONME",4720,015597943,11/28/18,9B,,1,EA,0,1,2,48.34,48.34,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255684,W90E2N83340005,0BST,"HOSE ASSEMBLY,NONMETALLIC",4720,015597916,11/28/18,9B,,1,EA,0,1,2,29.44,29.44,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255685,W90E2N83340006,0BST,"BATTERY,STORAGE",6140,013788232,11/29/18,9G,,1,EA,0,1,2,162.14,162.14,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255686,W90E2N83340007,0BST,"BATTERY,STORAGE",6140,013788232,11/29/18,9G,,1,EA,0,1,2,162.14,162.14,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255687,W90E2N83340008,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255688,W90E2N83340009,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255689,W90E2N83340010,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255690,W90E2N83340011,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255691,W90E2N83340012,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255692,W90E2N83340013,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255693,W90E2N83340014,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255694,W90E2N83340015,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255815,W90E2N83340016,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255816,W90E2N83340017,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118255817,W90E2N83340018,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,11/30/18,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118260189,W90E2N83340019,0BST,"ROD,ALIGNING,VEHICULAR AXLE",2530,013634345,11/30/18,9K,,2,EA,0,2,2,323.74,647.48,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271099,W90E2N83410001,0BST,"WASHER,FLAT",5310,015497750,12/5/18,9T,,2,EA,0,2,5,0.23,0.46,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271100,W90E2N83410002,0BST,"BOLT,MACHINE",5306,015570729,12/5/18,9T,,12,EA,0,12,5,0.44,5.28,J,Z,WHQ1,0,12,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271101,W90E2N83410003,0BST,"WASHER,LOCK",5310,015650583,12/5/18,9T,,2,EA,0,2,5,0.06,0.12,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271102,W90E2N83410004,0BST,"WASHER,FLAT",5310,016169023,12/5/18,9T,,24,EA,0,24,5,0.24,5.76,J,,WHQ1,0,24,PLANT2001,,,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271103,W90E2N83410005,0BST,"COUPLING,PIPE",4730,005950672,12/5/18,9B,,2,EA,0,2,5,2.68,5.36,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271104,W90E2N83410006,0BST,"BOLT,U",5306,016200560,12/5/18,9T,,1,EA,0,1,5,3.82,3.82,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271105,W90E2N83410007,0BST,"NIPPLE,PIPE",4730,016200681,12/5/18,9B,,1,EA,0,1,5,15.23,15.23,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271106,W90E2N83410008,0BST,"NIPPLE,PIPE",4730,016200684,12/5/18,9B,,1,EA,0,1,5,20.90,20.90,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118271107,W90E2N83410009,0BST,"ELBOW,PIPE",4730,016200685,12/5/18,9B,,1,EA,0,1,5,11.72,11.72,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295541,W90E2N83380001,0BST,LAMP ASSEMBLY,6240,014208320,11/18/18,9K,,1,EA,0,1,5,11.83,11.83,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295542,W90E2N83380002,0BST,"TUBE,AIR HORN INTAKE",4710,012781053,12/1/18,9K,,1,EA,0,1,2,123.94,123.94,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295543,W90E2N83380003,0BST,"DOOR,VEHICULAR",2510,013306174,12/1/18,9K,,1,EA,0,1,5,129.17,129.17,J,F,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295544,W90E2N83380004,0BST,"COVER,AIR CLEANER",2940,011883387,12/1/18,9K,,1,EA,0,1,2,28.15,28.15,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295545,W90E2N83380005,0BST,BUMPER,5340,011858821,12/1/18,9T,,2,EA,0,2,5,5.08,10.16,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295546,W90E2N83380006,0BST,"CURTAIN,VEHICULAR",2540,013306171,12/1/18,9K,,1,EA,0,1,5,55.47,55.47,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295547,W90E2N83380007,0BST,"DOOR,VEHICULAR",2510,013306175,12/1/18,9K,,1,EA,0,1,5,122.89,122.89,J,F,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295548,W90E2N83380008,0BST,"CONTROL ASSEMBLY,PUSH-PULL",2590,011995423,12/1/18,9K,,1,AY,0,1,2,39.38,39.38,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118295549,W90E2N83380009,0BST,"COVER,FITTED,VEHICULAR BODY",2540,013306173,12/1/18,9K,,1,EA,0,1,5,102.19,102.19,J,F,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118297858,W90E2N83380010,0BST,"BATTERY,STORAGE",6140,014851472,12/1/18,9G,,2,EA,0,2,2,328.91,657.82,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118339099,W90E2N83410011,0BST,"NUT,PLAIN,SINGLE BALL SEAT,HEXAGON",5310,016200557,12/5/18,9T,,12,HD,0,12,5,35.38,424.56,J,Z,WHQ1,0,12,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118470122,W90E2N83520001,0BST,"INSTRUMENT PANEL,CAB",2540,011856117,12/16/18,9K,,1,AY,0,1,2,249.91,249.91,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118535180,W90E2N90070001,0BST,GASKET,5330,015138233,1/5/19,9T,,1,EA,0,1,2,81.55,81.55,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118535182,W90E2N90070003,0BST,"FILTER,PARTICULATE",4240,015495840,1/5/19,9Z,,2,EA,0,2,5,31.24,62.48,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118535183,W90E2N90070004,0BST,"FILTER,PARTICULATE",4240,015495840,1/5/19,9Z,,1,EA,0,1,5,31.24,31.24,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Open,A01,ZAR,7118535184,W90E2N90070005,0BST,FILTER COALESCING I,4240,015372512,1/5/19,9Z,B7,1,EA,1,0,5,69.37,69.37,J,Z,WHQ1,0,0,PLANT2001,,X,,,
A82BD,202010D19,Open,A01,ZAR,7118535186,W90E2N90070007,0BST,FILTER COALESCING I,4240,015372512,1/5/19,9Z,B7,2,EA,2,0,5,69.37,138.74,J,Z,WHQ1,0,0,PLANT2001,,X,,,
A82BD,202010D19,Closed,A01,ZAR,7118535187,W90E2N90070008,0BST,"FILTER,PARTICULATE",4240,015371797,1/5/19,9Z,,1,EA,0,1,5,20.90,20.90,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564307,W90E2N90030001,0BST,"STRAP,WEBBING",5340,219190311,12/28/18,9T,,1,EA,0,1,5,6.38,6.38,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564308,W90E2N90030002,0BST,"PLATE,MOUNTING",5340,251506488,12/28/18,9M,,1,EA,0,1,5,45.58,45.58,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564309,W90E2N90030003,0BST,"FILTER,PARTICULATE",4240,015495840,12/28/18,9Z,,1,EA,0,1,5,31.24,31.24,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564310,W90E2N90030004,0BST,"FILTER,PARTICULATE",4240,015495840,12/28/18,9Z,,2,EA,0,2,5,31.24,62.48,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564311,W90E2N90030005,0BST,THUMBSCREW,5305,251506295,12/28/18,9T,,1,EA,0,1,5,28.87,28.87,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564312,W90E2N90030006,0BST,"SCREW,CLOSE TOLERANCE",5305,251603912,12/28/18,9O,,1,EA,0,1,5,95.72,95.72,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564313,W90E2N90030007,0BST,"SCREW,CLOSE TOLERANCE",5305,251603912,12/28/18,9O,,1,EA,0,1,5,95.72,95.72,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118564314,W90E2N90030008,0BST,"SCREW,CLOSE TOLERANCE",5305,251603912,12/28/18,9O,,1,EA,0,1,5,95.72,95.72,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118570955,W90E2N90030009,0BST,"HANDLE,DOOR",5340,123704885,12/28/18,9O,,1,EA,0,1,5,395.00,395.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118570956,W90E2N90030010,0BST,"FILTER,PARTICULATE",4240,015371797,12/28/18,9Z,,1,EA,0,1,5,20.90,20.90,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118570957,W90E2N90030011,0BST,"FILTER,PARTICULATE",4240,015371797,12/28/18,9Z,,2,EA,0,2,5,20.90,41.80,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118570958,W90E2N90030012,0BST,"FILTER,PARTICULATE",4240,015371797,12/28/18,9Z,,2,EA,0,2,5,20.90,41.80,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118570959,W90E2N90030013,0BST,"FILTER,PARTICULATE",4240,015371797,12/28/18,9Z,,2,EA,0,2,5,20.90,41.80,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581251,W90E2N90030014,0BST,"ENGINE,DIESEL",2815,014617078,12/16/18,9K,,1,EA,0,1,2,"20,020.00","20,020.00",J,H,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581253,W90E2N90030016,0BST,NONMETALLIC SPECIALSHAPED SECTION,9390,123136366,12/28/18,9O,,2,EA,0,2,2,337.00,674.00,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581254,W90E2N90030017,0BST,"CATCH BAG,CARTRIDGE",1010,251506503,12/28/18,9M,,1,EA,0,1,5,"2,254.00","2,254.00",J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581295,W90E2N90030018,0BST,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRI",6150,251508796,12/28/18,9M,,1,EA,0,1,2,694.00,694.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581296,W90E2N90030019,0BST,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRI",6150,251508796,12/28/18,9M,,1,EA,0,1,2,694.00,694.00,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581297,W90E2N90030020,0BST,"BATTERY,STORAGE",6140,014851472,12/28/18,9G,B7,6,EA,0,6,2,365.89,"2,195.34",J,Z,WHQ1,0,6,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581298,W90E2N90030021,0BST,"LOCK,SAFETY BELT,VEHICLE",2540,123701023,12/28/18,9O,,2,EA,0,2,2,"2,082.00","4,164.00",J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581299,W90E2N90030022,0BST,FLUID TRANSFER SYST,6665,015289282,12/29/18,9Z,,1,EA,0,1,2,"29,866.00","29,866.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581300,W90E2N90030023,0BST,"BATTERY,STORAGE",6140,014851472,12/30/18,9G,,2,EA,0,2,2,328.91,657.82,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581301,W90E2N90030024,0BST,WHEEL AND TIRE ASSEMBLY,2530,200003667,12/30/18,9K,,1,EA,0,1,2,"4,567.00","4,567.00",J,L,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118581302,W90E2N90030025,0BST,WHEEL AND TIRE ASSEMBLY,2530,200003667,12/30/18,9K,,2,EA,0,2,5,"4,567.00","9,134.00",J,L,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118656263,W90E2N90100001,0BST,"WASHER,LOCK",5310,011290450,1/9/19,9T,,1,EA,0,1,5,0.03,0.03,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118656264,W90E2N90100002,0BST,"SCREW,CAP,HEXAGON HEAD",5305,010565448,1/9/19,9T,,1,EA,0,1,5,0.11,0.11,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118656265,W90E2N90100003,0BST,"COVER,ACCESS",5340,012281500,1/9/19,9T,,1,EA,0,1,5,400.80,400.80,J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118755890,W90E2N90170002,0BST,"LAMP,INCANDESCENT",6240,000193093,1/13/19,9B,,10,EA,0,10,5,0.31,3.10,J,Z,WHQ1,0,10,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118755891,W90E2N90170003,0BST,"LAMP,INCANDESCENT",6240,002952668,1/13/19,9B,,10,EA,0,10,5,0.49,4.90,J,Z,WHQ1,0,10,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118814295,W90E2N90230001,0BST,LCS COMPUTER,6665,015430165,12/29/18,9Z,,1,EA,0,1,2,"10,080.00","10,080.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118875395,W90E2N90260001,0BST,"TUBING ASSEMBLY SET,NONMETALLIC",4720,015371806,1/25/19,9Z,,1,EA,0,1,2,"2,095.46","2,095.46",J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118875396,W90E2N90260002,0BST,"TUBING ASSEMBLY SET,NONMETALLIC",4720,015430983,1/25/19,9Z,,1,EA,0,1,2,"1,016.00","1,016.00",J,Z,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118875397,W90E2N90260003,0BST,LCS DISPLAY,6665,015435880,1/25/19,9Z,,1,EA,0,1,2,"18,226.00","18,226.00",J,D,WHQ1,0,1,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901209,W90E2N90290001,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013700643,1/27/19,9T,,2,EA,0,2,2,3.21,6.42,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901210,W90E2N90290002,0BST,"TIRE,PNEUMATIC,VEHICULAR",2610,011481635,1/27/19,9K,,8,EA,0,8,2,166.00,"1,328.00",J,Z,WHQ1,0,8,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901211,W90E2N90290003,0BST,"VALVE,PNEUMATIC TIRE",2640,005552842,1/27/19,9B,,8,EA,0,8,2,1.62,12.96,J,Z,WHQ1,0,8,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901212,W90E2N90290004,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013690893,1/27/19,9T,,2,EA,0,2,2,20.96,41.92,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901213,W90E2N90290005,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013690893,1/27/19,9T,,2,EA,0,2,2,20.96,41.92,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901214,W90E2N90290006,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013690893,1/27/19,9T,,2,EA,0,2,2,20.96,41.92,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901215,W90E2N90290007,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013690893,1/27/19,9T,,2,EA,0,2,2,20.96,41.92,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901216,W90E2N90290008,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013690893,1/27/19,9T,,2,EA,0,2,2,20.96,41.92,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
A82BD,202010D19,Closed,A01,ZAR,7118901217,W90E2N90290009,0BST,"MOUNT,RESILIENT,WEAPON SYSTEM",5342,013690893,1/27/19,9T,,2,EA,0,2,2,20.96,41.92,J,Z,WHQ1,0,2,PLANT2001,,X,,X,
