UIC12,Receiving SLOC,Issue Storage Loc,Force Element - SLOC,DODAAC,AR DOD Doc Num,PReq No.,PO Document Number,SCMC,PR NIIN,Date on which the AR,Column1,PR Funds Center,AR Funds Center,Fiscal Year,AR Functional area,Turn-In Date,Clearing Date,Total PR Count,Expected Credit,Open PR Count,Open Credit,Closed PR Count, Received Credit 
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81990001,1031469948,7116115744,9Z,15289281,7/27/18,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/27/18,1,,0,,1,8059.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82430002,1032228223,7116785509,9Z,15289282,9/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/31/18,9/5/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82430002,1032228223,7116785509,9Z,15289282,9/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/31/18,9/5/18,1,-10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82430002,1032228223,7116785509,9Z,15289282,9/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/31/18,9/8/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82440001,1033294858,7116030205,9Z,15289281,9/8/18,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,9/1/18,9/8/18,1,,0,,1,8059.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82440001,1033294858,7116030205,9Z,15289281,9/2/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,9/1/18,9/5/18,1,8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82440001,1033294858,7116030205,9Z,15289281,9/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,9/1/18,9/5/18,1,-8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82440001,1033294858,7116030205,9Z,15289281,9/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,9/1/18,9/8/18,1,8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980002,1035690252,7117738370,9Z,15559347,11/8/18,jbpds control assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,,0,,1,7386.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82550001,1033973818,7116532716,9Z,15540754,9/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,9/22/18,10/1/18,1,43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82550001,1033973818,7116532716,9Z,15540754,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/1/18,1,-43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82550001,1033973818,7116532716,9Z,15540754,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/5/18,1,43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82550001,1033973818,7116532716,9Z,15540754,10/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/5/18,1,-43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82550001,1033973818,7116532716,9Z,15540754,10/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/12/18,1,43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980004,1034959885,7117519526,9Z,15559347,11/8/18,jbpds control assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,,0,,1,7386.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82600004,1033896281,7117007582,9Z,15289282,9/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,9/22/18,10/1/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82600004,1033896281,7117007582,9Z,15289282,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/1/18,1,-10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82600004,1033896281,7117007582,9Z,15289282,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/5/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82600004,1033896281,7117007582,9Z,15289282,10/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/5/18,1,-10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82600004,1033896281,7117007582,9Z,15289282,10/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,9/22/18,10/12/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090006,1028179975,7114392404,9Z,15559347,4/26/18,jbpds control assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,,0,,1,7217.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830001,1034900899,7117580713,9K,200003667,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,5268,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830001,1034900899,7117580713,9K,200003667,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,-5268,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830001,1034900899,7117580713,9K,200003667,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,5268,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82200001,1028498293,7115677454,9Z,15559347,8/21/18,jbpds control assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/16/18,8/21/18,1,,0,,1,7217.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830002,1034898820,7117598256,9K,200003667,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,2634,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830002,1034898820,7117598256,9K,200003667,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,-2634,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830002,1034898820,7117598256,9K,200003667,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,2634,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N91140003,1041890199,7120170319,9K,14617078,5/7/19,engine,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,4/25/19,5/7/19,1,,0,,1,7208.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82890001,1035888107,7117658240,9K,200003667,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,13170,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82890001,1035888107,7117658240,9K,200003667,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,-13170,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82890001,1035888107,7117658240,9K,200003667,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,13170,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090006,1036294465,7117947402,9K,14396664,11/22/18,engine,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/16/18,11/22/18,1,,0,,1,7068.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82910003,1035672537,7117171591,9G,15251688,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113005WENG,10/26/18,10/31/18,1,2679,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82910003,1035672537,7117171591,9G,15251688,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113005WENG,10/26/18,10/31/18,1,-2679,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82910003,1035672537,7117171591,9G,15251688,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113005WENG,10/26/18,12/3/18,1,2679,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82910003,1035672537,7117171591,9G,15251688,12/3/18,,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,10/26/18,12/4/18,1,2679,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82910003,1035672537,7117171591,9G,15251688,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113005WENG,10/26/18,12/3/18,1,-2679,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N91980006,1046189233,7120840024,9O,16219540,8/20/19,fire extinguisher,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,8/12/19,8/20/19,1,,0,,1,5724.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970005,1035726904,7117764705,9Z,15289282,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,10/31/18,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970005,1035726904,7117764705,9Z,15289282,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,10/31/18,1,-10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970005,1035726904,7117764705,9Z,15289282,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,12/3/18,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970005,1035726904,7117764705,9Z,15289282,12/3/18,,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,10/26/18,12/4/18,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970005,1035726904,7117764705,9Z,15289282,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,12/3/18,1,-10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830001,1034900899,7117580713,9K,200003667,11/8/18,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,,0,,1,5268.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970007,1036126331,7117796819,9Z,15330140,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,10/31/18,1,228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970007,1036126331,7117796819,9Z,15330140,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,10/31/18,1,-228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970007,1036126331,7117796819,9Z,15330140,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,12/3/18,1,228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970007,1036126331,7117796819,9Z,15330140,12/3/18,,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,10/26/18,12/4/18,1,228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970007,1036126331,7117796819,9Z,15330140,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,10/26/18,12/3/18,1,-228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160005,1039119582,7118745816,9K,200003667,3/12/19,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/12/19,1,,0,,1,5268.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980002,1035690252,7117738370,9Z,15559347,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,7386,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980002,1035690252,7117738370,9Z,15559347,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,-7386,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980002,1035690252,7117738370,9Z,15559347,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,7386,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N62570003,1010112064,7108464905,9M,251509259,1/12/17,ammunition holder,ARMY/A82BD,ARMY/A82BD,V9/2017,113003WEAD,9/15/16,1/12/17,1,3952,0,,1,3952.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980004,1034959885,7117519526,9Z,15559347,10/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,7386,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980004,1034959885,7117519526,9Z,15559347,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,10/31/18,1,-7386,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82980004,1034959885,7117519526,9Z,15559347,10/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,7386,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N91620005,1043774849,7120838593,9O,15419889,6/18/19,manifold assembly hydraulic,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,6/14/19,6/18/19,1,,0,,1,3314.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82990001,1032079227,7117796799,9O,14945639,10/28/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/27/18,11/1/18,1,1629,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82990001,1032079227,7117796799,9O,14945639,11/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/27/18,11/1/18,1,-1629,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82990002,1032706543,7117787588,9O,14945639,10/28/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/27/18,11/1/18,1,1629,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82990002,1032706543,7117787588,9O,14945639,11/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/27/18,11/1/18,1,-1629,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050001,1036665140,7117891824,9M,14973105,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050001,1036665140,7117891824,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050001,1036665140,7117891824,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050001,1036665140,7117891824,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050001,1036665140,7117891824,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N92070004,1046955526,7121448511,9O,219217180,8/22/19,sensor assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,8/14/19,8/22/19,1,,0,,1,3069.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050002,1036665360,7117907818,9M,14973105,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050002,1036665360,7117907818,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050002,1036665360,7117907818,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050002,1036665360,7117907818,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050002,1036665360,7117907818,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N92210003,1047315262,7121343062,9O,219217178,8/28/19,sensor assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,8/22/19,8/28/19,1,,0,,1,3038.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530007,1023734049,7113585749,9K,200003667,3/15/18,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/15/18,1,,0,,1,3025.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870001,1026843378,7114411885,9K,200003667,5/5/18,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,5/5/18,1,,0,,1,3025.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050005,1036800099,7117800669,9O,14932886,2/26/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/26/19,2/28/19,1,343,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050005,1036800099,7117800669,9O,14932886,2/28/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/26/19,2/28/19,1,-343,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050005,1036800099,7117800669,9O,14932886,2/28/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/26/19,3/9/19,1,343,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N71740001,1010988123,7111784395,9K,200003667,7/8/17,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2017,113003WEAD,6/23/17,7/8/17,1,,0,,1,2847.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090002,1036846748,7117636907,9D,200003730,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/6/18,11/9/18,1,88.46,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090002,1036846748,7117636907,9D,200003730,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/6/18,11/9/18,1,-88.46,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090002,1036846748,7117636907,9D,200003730,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/6/18,11/10/18,1,88.46,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82280010,1030576818,7116473472,9O,15984055,8/23/18,cover assembly special,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/16/18,8/23/18,1,,0,,1,2836.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090006,1036294465,7117947402,9K,14396664,11/17/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/16/18,11/18/18,1,1714,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090006,1036294465,7117947402,9K,14396664,11/18/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/16/18,11/18/18,1,-1714,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090006,1036294465,7117947402,9K,14396664,11/18/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/16/18,11/22/18,1,7068,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N92940001,1050073240,7122190109,9O,219217180,10/29/19,sensor assembly,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,10/22/19,10/29/19,1,,0,,1,2713.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,12/3/18,,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,11/6/18,12/4/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-12527,0,,1,
