Column1,FY,Year,WorkCenter,AdminNum,Equipment,Serial,WorkOrder,Type,Priority,ProjectCode,Description,Created.on,Release.date,Comp.Date,Material,Cost,credit,Date,vehicle,month,CBMS,jbpds,rws,majComponent,days
21,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1000933460,PM01,2,,STRYKER CANOPY MISSING,11/3/16,,5/3/17,14818579,9040.19,,Nov-16,122,11,FALSE,FALSE,FALSE,0,
502,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1007757635,PM01,2,,Vial assembly inop,1/23/20,1/23/20,,14818579,443,,Jan-20,111,1,FALSE,FALSE,FALSE,0,
503,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007757628,PM01,2,,Vial assembly inop,1/23/20,1/23/20,,14818579,443,,Jan-20,121,1,FALSE,FALSE,FALSE,0,
504,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007757631,PM01,2,,Vial Calibration inop,1/23/20,1/23/20,,14818579,459,,Jan-20,121,1,FALSE,FALSE,FALSE,0,
505,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1007798543,PM01,2,,Vial Calibration inop,1/28/20,1/28/20,,14818579,0,,Jan-20,112,1,FALSE,FALSE,FALSE,0,
10,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1000861046,PM01,3,,R/S REAR MARKER LIGHT M,10/13/16,,4/20/17,14818579,43.72,,Oct-16,122,10,FALSE,FALSE,FALSE,0,
507,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007810197,PM01,1,,Missing Mounting bolt,1/29/20,,2/19/20,14818579,15,,Jan-20,121,1,FALSE,FALSE,FALSE,0,
508,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007810195,PM01,2,,Correct hydraulic hose needed,1/29/20,,2/20/20,14818579,70.48,,Jan-20,121,1,FALSE,FALSE,FALSE,0,
509,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007843151,PM01,1,,Rear service brake air leak,2/4/20,2/4/20,,14818579,0,,Feb-20,121,2,FALSE,FALSE,FALSE,0,
510,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007843152,PM01,1,,Hydranlic leak from rotary assist,2/4/20,2/4/20,,14818579,0.59,,Feb-20,121,2,FALSE,FALSE,FALSE,0,
511,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1007908959,PM01,2,,Vial Calibration inop,2/11/20,,2/19/20,14818579,0,,Feb-20,111,2,FALSE,FALSE,FALSE,0,
512,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1007909102,PM01,2,,Vial Assembly inop,2/11/20,,2/19/20,14818579,0,,Feb-20,111,2,FALSE,FALSE,FALSE,0,
1,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1000841164,PM01,1,,FRONT LEFT TIRE LEAKING FLUID,10/3/16,,10/7/16,14818579,1785,,Oct-16,122,10,FALSE,FALSE,FALSE,0,
514,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,LCS Computer,NA,NA,NA,NA,20362,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
515,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,LCS Display,NA,NA,NA,NA,18226,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
516,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,FTS,NA,NA,NA,NA,29866,,Oct-19,NA,10,FALSE,TRUE,FALSE,1,
517,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,FL1 Tube,NA,NA,NA,NA,2095.46,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
518,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,T5,NA,NA,NA,NA,1016,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
519,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,Keyboard,NA,NA,NA,NA,1436.88,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
520,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,JSLSCAD SIM,NA,NA,NA,NA,224261,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
521,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,JSLSCAD Scanner,NA,NA,NA,NA,192864,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
522,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,Ground Probe,NA,NA,NA,NA,64734,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
523,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,CBMS Block,NA,NA,NA,NA,331575,,Oct-19,NA,10,TRUE,FALSE,FALSE,1,913
524,FY19,19,NA,NA,NA,NA,NA,NA,NA,NA,Carrier Cards,NA,NA,NA,NA,50218.35,,Oct-19,NA,10,FALSE,FALSE,FALSE,0,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Apr-17,
